School Name,City,State,Country,Website,Program Name,Degree Level,Accreditation Dates,Accredited Campus Locations,Criteria,Date of Next Comprehensive Review,Accredited By,International Mutual Recognition Aggreement
Middle Tennessee State University,Murfreesboro,Tennessee,United States,www.mtsu.edu,Mechatronics Engineering,Bachelors,"Oct 1, 2015 – Present","1301 E Main St, Box 19",Mechatronics and Robotics Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
Middle Tennessee State University,Murfreesboro,Tennessee,United States,www.mtsu.edu,Mechanical Engineering Technology Concentration in Engineering Technology,Bachelors,"Oct 1, 2005 – Present",Main Campus,Mechanical Engineering Technology,2024-2025,ETAC,Sydney Accord
Middlesex College,Edison,New Jersey,United States,www.middlesexcc.edu,Electrical Engineering Technology,Associates,"Oct 1, 2008 – Present",Main Campus,Electrical and Electronics Engineering Technology,2027-2028,ETAC,Dublin Accord
Middlesex College,Edison,New Jersey,United States,www.middlesexcc.edu,Mechanical Engineering Technology,Associates,"Oct 1, 2008 – Present",Main Campus,Mechanical Engineering Technology,2027-2028,ETAC,Dublin Accord
Middlesex College,Edison,New Jersey,United States,www.middlesexcc.edu,Civil Engineering Technology,Associates,"Oct 1, 2010 – Present",Main Campus,Civil Engineering Technology,2027-2028,ETAC,Dublin Accord
Midlands Technical College,Columbia,South Carolina,United States,www.midlandstech.edu,Architectural Engineering Technology,Associates,"Oct 1, 1969 – Present",Midlands Technical College,Architectural Engineering Technology,2026-2027,ETAC,Dublin Accord
Midlands Technical College,Columbia,South Carolina,United States,www.midlandstech.edu,Civil Engineering Technology,Associates,"Oct 1, 1969 – Present",Midlands Technical College,Civil Engineering Technology,2026-2027,ETAC,Dublin Accord
Midlands Technical College,Columbia,South Carolina,United States,www.midlandstech.edu,Electronic(s) Engineering Technology,Associates,"Oct 1, 1969 – Present",Midlands Technical College,Electrical and Electronics Engineering Technology,2026-2027,ETAC,Dublin Accord
Midwestern State University,Wichita Falls,Texas,United States,www.msutexas.edu,Mechanical Engineering,Bachelors,"Oct 1, 2007 – Present",Main Campus,Mechanical Engineering,2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
Millersville University of Pennsylvania,Millersville,Pennsylvania,United States,www.millersville.edu,Occupational Safety & Environmental Health,Bachelors,"Aug 1, 1993 – Present",Main Campus,"Environmental, Health, and Safety",2026-2027,ANSAC,
Millersville University of Pennsylvania,Millersville,Pennsylvania,United States,www.millersville.edu,Computer Science,Bachelors,"Oct 1, 1999 – Present",Main Campus,Computer Science,2028-2029,CAC,Seoul Accord
Milligan University,Milligan,Tennessee,United States,https://www.milligan.edu,Electrical Engineering,Bachelors,"Oct 1, 2019 – Present",Main Campus,Electrical and Electronics Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Milligan University,Milligan,Tennessee,United States,https://www.milligan.edu,Mechanical Engineering,Bachelors,"Oct 1, 2019 – Present",Main Campus,Mechanical Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Milwaukee School of Engineering,Milwaukee,Wisconsin,United States,www.msoe.edu,Construction Management,Bachelors,"Oct 1, 2017 – Present",Main Campus,Construction Management,2024-2025,ANSAC,
Milwaukee School of Engineering,Milwaukee,Wisconsin,United States,www.msoe.edu,Computer Science,Bachelors,"Oct 1, 2021 – Present",Main Campus,Computer Science,2029-2030,CAC,Seoul Accord
Milwaukee School of Engineering,Milwaukee,Wisconsin,United States,www.msoe.edu,Architectural Engineering,Bachelors,"Oct 1, 1988 – Present",Main Campus,Architectural Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Milwaukee School of Engineering,Milwaukee,Wisconsin,United States,www.msoe.edu,Biomedical Engineering,Bachelors,"Oct 1, 1988 – Present",Main Campus,Bioengineering and Biomedical Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Milwaukee School of Engineering,Milwaukee,Wisconsin,United States,www.msoe.edu,Computer Engineering,Bachelors,"Oct 1, 1988 – Present",Main Campus,Computer Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Milwaukee School of Engineering,Milwaukee,Wisconsin,United States,www.msoe.edu,Electrical Engineering,Bachelors,"Oct 1, 1980 – Present",Main Campus,Electrical and Electronics Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Milwaukee School of Engineering,Milwaukee,Wisconsin,United States,www.msoe.edu,Industrial Engineering,Bachelors,"Oct 1, 1987 – Present",Main Campus,Industrial Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Milwaukee School of Engineering,Milwaukee,Wisconsin,United States,www.msoe.edu,Mechanical Engineering,Bachelors,"Oct 1, 1980 – Present",Main Campus,Mechanical Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Milwaukee School of Engineering,Milwaukee,Wisconsin,United States,www.msoe.edu,Software Engineering,Bachelors,"Oct 1, 2001 – Present",Main Campus,Software Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Milwaukee School of Engineering,Milwaukee,Wisconsin,United States,www.msoe.edu,Chemical and BioMolecular Engineering,Bachelors,"Oct 1, 2012 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Milwaukee School of Engineering,Milwaukee,Wisconsin,United States,www.msoe.edu,Civil Engineering,Bachelors,"Oct 1, 2015 – Present",Main Campus,Civil Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
University of Minnesota - Twin Cities,Minneapolis,Minnesota,United States,twin-cities.umn.edu,Environmental Health- Industrial Hygiene Track,Masters,"Oct 1, 1994 – Present",University of Minnesota Twin Cities,Industrial Hygiene,2025-2026,ANSAC,
University of Minnesota - Twin Cities,Minneapolis,Minnesota,United States,twin-cities.umn.edu,Environmental Health - Industrial Hygiene Track,Masters,"Oct 1, 1994 – Present",University of Minnesota Twin Cities,Industrial Hygiene,2025-2026,ANSAC,
University of Minnesota - Twin Cities,Minneapolis,Minnesota,United States,twin-cities.umn.edu,Construction Management,Bachelors,"Oct 1, 2018 – Present",University of Minnesota Twin Cities,Construction Management,2025-2026,ANSAC,
University of Minnesota - Twin Cities,Minneapolis,Minnesota,United States,twin-cities.umn.edu,Facility Management Track,Bachelors,"Oct 1, 2019 – Present",Main Campus,Facility Management,2025-2026,ANSAC,
University of Minnesota - Twin Cities,Minneapolis,Minnesota,United States,twin-cities.umn.edu,Aerospace Engineering and Mechanics,Bachelors,"Oct 1, 1936 – Present",University of Minnesota Twin Cities,Aerospace Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
University of Minnesota - Twin Cities,Minneapolis,Minnesota,United States,twin-cities.umn.edu,Chemical Engineering,Bachelors,"Oct 1, 1936 – Present",University of Minnesota Twin Cities,"Chemical, Biochemical, Biomolecular Engineering",2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
University of Minnesota - Twin Cities,Minneapolis,Minnesota,United States,twin-cities.umn.edu,Civil Engineering,Bachelors,"Oct 1, 1936 – Present",University of Minnesota Twin Cities,Civil Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
University of Minnesota - Twin Cities,Minneapolis,Minnesota,United States,twin-cities.umn.edu,Electrical Engineering,Bachelors,"Oct 1, 1936 – Present",University of Minnesota Twin Cities,Electrical and Electronics Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
University of Minnesota - Twin Cities,Minneapolis,Minnesota,United States,twin-cities.umn.edu,Geoengineering,Bachelors,"Oct 1, 1950 – Present",University of Minnesota Twin Cities,Geological Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
University of Minnesota - Twin Cities,Minneapolis,Minnesota,United States,twin-cities.umn.edu,Materials Science and Engineering,Bachelors,"Oct 1, 1984 – Present",University of Minnesota Twin Cities,Materials Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
University of Minnesota - Twin Cities,Minneapolis,Minnesota,United States,twin-cities.umn.edu,Mechanical Engineering,Bachelors,"Oct 1, 1936 – Present",University of Minnesota Twin Cities,Mechanical Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
University of Minnesota - Twin Cities,Minneapolis,Minnesota,United States,twin-cities.umn.edu,Computer Engineering,Bachelors,"Oct 1, 1998 – Present",University of Minnesota Twin Cities,Computer Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
University of Minnesota - Twin Cities,Minneapolis,Minnesota,United States,twin-cities.umn.edu,Biomedical Engineering,Bachelors,"Oct 1, 2002 – Present",University of Minnesota Twin Cities,Bioengineering and Biomedical Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
University of Minnesota - Twin Cities,Minneapolis,Minnesota,United States,twin-cities.umn.edu,Bioproducts and Biosystems Engineering,Bachelors,"Oct 1, 2006 – Present",University of Minnesota Twin Cities,Biological Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
University of Minnesota - Twin Cities,Minneapolis,Minnesota,United States,twin-cities.umn.edu,Industrial and Systems Engineering,Bachelors,"Oct 1, 2014 – Present",University of Minnesota Twin Cities,"Industrial Engineering, Systems Engineering",2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
University of Minnesota - Twin Cities,Minneapolis,Minnesota,United States,twin-cities.umn.edu,Environmental Engineering,Bachelors,"May 14, 2016 – Present",University of Minnesota Twin Cities,Environmental Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
University of Minnesota Duluth,Duluth,Minnesota,United States,www.d.umn.edu,Electrical Engineering,Bachelors,"Oct 1, 1987 – Present",Main Campus,Electrical and Electronics Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
University of Minnesota Duluth,Duluth,Minnesota,United States,www.d.umn.edu,Industrial Engineering,Bachelors,"Oct 1, 1987 – Present",Main Campus,Industrial Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
University of Minnesota Duluth,Duluth,Minnesota,United States,www.d.umn.edu,Mechanical Engineering,Bachelors,"Oct 1, 2003 – Present",Main Campus,Mechanical Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
University of Minnesota Duluth,Duluth,Minnesota,United States,www.d.umn.edu,Civil Engineering,Bachelors,"Oct 1, 2011 – Present",Main Campus,Civil Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
University of Minnesota Duluth,Duluth,Minnesota,United States,www.d.umn.edu,Engineering Physics,Bachelors,"Oct 1, 2019 – Present",Main Campus,"Engineering, General Engineering, Engineering Physics, and Engineering Science",2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
University of Minnesota Duluth,Duluth,Minnesota,United States,www.d.umn.edu,Computer Science,Bachelors,"Oct 1, 1989 – Present",Main Campus,Computer Science,2027-2028,CAC,Seoul Accord
University of Minnesota Duluth,Duluth,Minnesota,United States,www.d.umn.edu,Chemical Engineering,Bachelors,"Oct 1, 1988 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Mississippi College,Clinton,Mississippi,United States,www.mc.edu,Electrical Engineering,Bachelors,"Oct 1, 2017 – Present",Main Campus,Electrical and Electronics Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Mississippi State University,Mississippi State,Mississippi,United States,www.msstate.edu,Computer Science,Bachelors,"Oct 1, 1986 – Present",Main Campus,Computer Science,2029-2030,CAC,Seoul Accord
Mississippi State University,Mississippi State,Mississippi,United States,www.msstate.edu,Aerospace Engineering,Bachelors,"Oct 1, 1949 – Present",Main Campus,Aerospace Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
Mississippi State University,Mississippi State,Mississippi,United States,www.msstate.edu,Biosystems Engineering,Bachelors,"Oct 1, 1972 – Present",Main Campus,Biological Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
Mississippi State University,Mississippi State,Mississippi,United States,www.msstate.edu,Chemical Engineering,Bachelors,"Oct 1, 1964 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
Mississippi State University,Mississippi State,Mississippi,United States,www.msstate.edu,Civil Engineering,Bachelors,"Oct 1, 1941 – Present",Main Campus,Civil Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
Mississippi State University,Mississippi State,Mississippi,United States,www.msstate.edu,Computer Engineering,Bachelors,"Oct 1, 1988 – Present",Main Campus,Computer Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
Mississippi State University,Mississippi State,Mississippi,United States,www.msstate.edu,Electrical Engineering,Bachelors,"Oct 1, 1941 – Present","Main Campus, Mississippi Gulf Coast Community College",Electrical and Electronics Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
Mississippi State University,Mississippi State,Mississippi,United States,www.msstate.edu,Industrial Engineering,Bachelors,"Oct 1, 1970 – Present","Main Campus, Mississippi Gulf Coast Community College",Industrial Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
Mississippi State University,Mississippi State,Mississippi,United States,www.msstate.edu,Mechanical Engineering,Bachelors,"Oct 1, 1941 – Present","Main Campus, Mississippi Gulf Coast Community College",Mechanical Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
Mississippi State University,Mississippi State,Mississippi,United States,www.msstate.edu,Software Engineering,Bachelors,"Oct 1, 2001 – Present",Main Campus,Software Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
Mississippi State University,Mississippi State,Mississippi,United States,www.msstate.edu,Biomedical Engineering,Bachelors,"Oct 1, 2017 – Present",Main Campus,Bioengineering and Biomedical Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
Mississippi State University,Mississippi State,Mississippi,United States,www.msstate.edu,Petroleum Engineering,Bachelors,"Oct 1, 2018 – Present",Main Campus,Petroleum Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
Mississippi Valley State University,Itta Bena,Mississippi,United States,www.mvsu.edu,Computer Science,Bachelors,"Oct 1, 2003 – Present",Main Campus,Computer Science,2028-2029,CAC,Seoul Accord
University of Mississippi,University,Mississippi,United States,www.olemiss.edu,Computer Science,Bachelors,"Oct 1, 1990 – Present",Main Campus,Computer Science,2028-2029,CAC,Seoul Accord
University of Mississippi,University,Mississippi,United States,www.olemiss.edu,Chemical Engineering,Bachelors,"Oct 1, 1954 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
University of Mississippi,University,Mississippi,United States,www.olemiss.edu,Civil Engineering,Bachelors,"Oct 1, 1949 – Present",Main Campus,Civil Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
University of Mississippi,University,Mississippi,United States,www.olemiss.edu,Electrical Engineering,Bachelors,"Oct 1, 1969 – Present",Main Campus,Electrical and Electronics Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
University of Mississippi,University,Mississippi,United States,www.olemiss.edu,Geological Engineering,Bachelors,"Oct 1, 1987 – Present",Main Campus,Geological Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
University of Mississippi,University,Mississippi,United States,www.olemiss.edu,Mechanical Engineering,Bachelors,"Oct 1, 1959 – Present",Main Campus,Mechanical Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
University of Mississippi,University,Mississippi,United States,www.olemiss.edu,Biomedical Engineering,Bachelors,"Oct 1, 2020 – Present",Main Campus,Bioengineering and Biomedical Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
University of Mississippi,University,Mississippi,United States,www.olemiss.edu,Computer Engineering,Bachelors,"Oct 1, 2020 – Present",Main Campus,Computer Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
University of Mississippi,University,Mississippi,United States,www.olemiss.edu,Engineering,Bachelors,"Oct 1, 2021 – Present",Main Campus,"Engineering, General Engineering, Engineering Physics, and Engineering Science",2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
University of Missouri - Columbia,Columbia,Missouri,United States,www.missouri.edu,Computer Science,Bachelors,"Oct 1, 2010 – Present",University of Missouri-Columbia,Computer Science,2029-2030,CAC,Seoul Accord
University of Missouri - Columbia,Columbia,Missouri,United States,www.missouri.edu,Information Technology,Bachelors,"Oct 1, 2021 – Present",University of Missouri-Columbia,Information Technology,2029-2030,CAC,Seoul Accord
University of Missouri - Columbia,Columbia,Missouri,United States,www.missouri.edu,Mechanical Engineering,Bachelors,"Oct 1, 1936 – Present",University of Missouri-Columbia,Mechanical Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
University of Missouri - Columbia,Columbia,Missouri,United States,www.missouri.edu,Biological Engineering,Bachelors,"Oct 1, 1952 – Present",University of Missouri-Columbia,Biological Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
University of Missouri - Columbia,Columbia,Missouri,United States,www.missouri.edu,Biomedical Engineering,Bachelors,"Oct 1, 2021 – Present",University of Missouri-Columbia,Bioengineering and Biomedical Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
University of Missouri - Columbia,Columbia,Missouri,United States,www.missouri.edu,Chemical Engineering,Bachelors,"Oct 1, 1940 – Present",University of Missouri-Columbia,"Chemical, Biochemical, Biomolecular Engineering",2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
University of Missouri - Columbia,Columbia,Missouri,United States,www.missouri.edu,Civil Engineering,Bachelors,"Oct 1, 1936 – Present",University of Missouri-Columbia,Civil Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
University of Missouri - Columbia,Columbia,Missouri,United States,www.missouri.edu,Computer Engineering,Bachelors,"Oct 1, 1983 – Present",University of Missouri-Columbia,Computer Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
University of Missouri - Columbia,Columbia,Missouri,United States,www.missouri.edu,Electrical Engineering,Bachelors,"Oct 1, 1936 – Present",University of Missouri-Columbia,Electrical and Electronics Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
University of Missouri - Columbia,Columbia,Missouri,United States,www.missouri.edu,Industrial Engineering,Bachelors,"Oct 1, 1962 – Present",University of Missouri-Columbia,Industrial Engineering,2029-2030,EAC,Washington Accord | Bilateral Engineers Canada
University of Missouri - Kansas City,Kansas City,Missouri,United States,www.umkc.edu,Civil Engineering,Bachelors,"Oct 1, 1978 – Present",Main Campus,Civil Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
University of Missouri - Kansas City,Kansas City,Missouri,United States,www.umkc.edu,Mechanical Engineering,Bachelors,"Oct 1, 1978 – Present",Main Campus,Mechanical Engineering,2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
University of Missouri - Kansas City,Kansas City,Missouri,United States,www.umkc.edu,Electrical and Computer Engineering,Bachelors,"Oct 1, 1978 – Present",Main Campus,"Computer Engineering, Electrical and Electronics Engineering",2025-2026,EAC,Washington Accord | Bilateral Engineers Canada
University of Missouri - Kansas City,Kansas City,Missouri,United States,www.umkc.edu,Computer Science,Bachelors,"Oct 1, 2006 – Present",Main Campus,Computer Science,2025-2026,CAC,Seoul Accord
University of Missouri - Kansas City,Kansas City,Missouri,United States,www.umkc.edu,Information Technology,Bachelors,"Oct 1, 2006 – Present",Main Campus,Information Technology,2025-2026,CAC,Seoul Accord
University of Missouri - St. Louis,St. Louis,Missouri,United States,www.umsl.edu,Electrical Engineering,Bachelors,"Oct 1, 1999 – Present","Main Campus, Washington University in St. Louis",Electrical and Electronics Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
University of Missouri - St. Louis,St. Louis,Missouri,United States,www.umsl.edu,Mechanical Engineering,Bachelors,"Oct 1, 1999 – Present","Main Campus, Washington University in St. Louis",Mechanical Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
University of Missouri - St. Louis,St. Louis,Missouri,United States,www.umsl.edu,Civil Engineering,Bachelors,"Oct 1, 1999 – Present","Main Campus, Washington University in St. Louis",Civil Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Missouri Southern State University,Joplin,Missouri,United States,www.mssu.edu,Industrial Engineering Technology,Bachelors,"Oct 1, 2010 – Present",Main Campus,Industrial Engineering Technology,2028-2029,ETAC,Sydney Accord
Missouri State University,Springfield,Missouri,United States,www.missouristate.edu,Computer Science,Bachelors,"Oct 1, 1989 – Present",Main Campus,Computer Science,2024-2025,CAC,Seoul Accord
Missouri State University,Springfield,Missouri,United States,www.missouristate.edu,Mechanical Engineering Technology,Bachelors,"Oct 1, 2018 – Present",Main Campus,Mechanical Engineering Technology,2027-2028,ETAC,Sydney Accord
Missouri University of Science and Technology,Rolla,Missouri,United States,www.mst.edu,Aerospace Engineering,Bachelors,"Oct 1, 1973 – Present",Main Campus,Aerospace Engineering,2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
Missouri University of Science and Technology,Rolla,Missouri,United States,www.mst.edu,Ceramic Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Ceramic Engineering,2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
Missouri University of Science and Technology,Rolla,Missouri,United States,www.mst.edu,Chemical Engineering,Bachelors,"Oct 1, 1951 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
Missouri University of Science and Technology,Rolla,Missouri,United States,www.mst.edu,Civil Engineering,Bachelors,"Oct 1, 1936 – Present","Missouri State University, Main Campus",Civil Engineering,2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
Missouri University of Science and Technology,Rolla,Missouri,United States,www.mst.edu,Electrical Engineering,Bachelors,"Oct 1, 1936 – Present","Missouri State University, Main Campus",Electrical and Electronics Engineering,2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
Missouri University of Science and Technology,Rolla,Missouri,United States,www.mst.edu,Engineering Management,Bachelors,"Oct 1, 1979 – Present",Main Campus,Engineering Management,2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
Missouri University of Science and Technology,Rolla,Missouri,United States,www.mst.edu,Geological Engineering,Bachelors,"Oct 1, 1973 – Present",Main Campus,Geological Engineering,2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
Missouri University of Science and Technology,Rolla,Missouri,United States,www.mst.edu,Computer Science,Bachelors,"Oct 1, 1986 – Present",Main Campus,Computer Science,2026-2027,CAC,Seoul Accord
Missouri University of Science and Technology,Rolla,Missouri,United States,www.mst.edu,Mechanical Engineering,Bachelors,"Oct 1, 1950 – Present","Main Campus, Missouri State University",Mechanical Engineering,2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
Missouri University of Science and Technology,Rolla,Missouri,United States,www.mst.edu,Metallurgical Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Metallurgical Engineering,2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
Missouri University of Science and Technology,Rolla,Missouri,United States,www.mst.edu,Mining Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Mining Engineering,2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
Missouri University of Science and Technology,Rolla,Missouri,United States,www.mst.edu,Nuclear Engineering,Bachelors,"Oct 1, 1960 – Present",Main Campus,Nuclear and Radiological Engineering,2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
Missouri University of Science and Technology,Rolla,Missouri,United States,www.mst.edu,Petroleum Engineering,Bachelors,"Oct 1, 1941 – Present",Main Campus,Petroleum Engineering,2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
Missouri University of Science and Technology,Rolla,Missouri,United States,www.mst.edu,Computer Engineering,Bachelors,"Oct 1, 2001 – Present",Main Campus,Computer Engineering,2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
Missouri University of Science and Technology,Rolla,Missouri,United States,www.mst.edu,Architectural Engineering,Bachelors,"Oct 1, 2004 – Present",Main Campus,Architectural Engineering,2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
Missouri University of Science and Technology,Rolla,Missouri,United States,www.mst.edu,Environmental Engineering,Bachelors,"Oct 1, 2005 – Present",Main Campus,Environmental Engineering,2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
Missouri Western State University,St. Joseph,Missouri,United States,www.missouriwestern.edu,Construction Engineering Technology,Bachelors,"Oct 1, 1990 – Present",Main Campus,Construction Engineering Technology,2025-2026,ETAC,Sydney Accord
Mohawk Valley Community College,Utica,New York,United States,www.mvcc.edu,Electrical Engineering Technology,Associates,"Oct 1, 1956 – Present",Main Campus,Electrical and Electronics Engineering Technology,2027-2028,ETAC,Dublin Accord
Mohawk Valley Community College,Utica,New York,United States,www.mvcc.edu,Mechanical Engineering Technology,Associates,"Oct 1, 1956 – Present",Main Campus,Mechanical Engineering Technology,2027-2028,ETAC,Dublin Accord
Mohawk Valley Community College,Utica,New York,United States,www.mvcc.edu,Civil Engineering Technology,Associates,"Oct 1, 1969 – Present",Main Campus,Civil Engineering Technology,2027-2028,ETAC,Dublin Accord
Monmouth University,West Long Branch,New Jersey,United States,www.monmouth.edu,Computer Science,Bachelors,"Oct 1, 2010 – Present",Main Campus,Computer Science,2028-2029,CAC,Seoul Accord
Monmouth University,West Long Branch,New Jersey,United States,www.monmouth.edu,Software Engineering,Bachelors,"Oct 1, 2003 – Present",Main Campus,Software Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
Monroe Community College,Rochester,New York,United States,www.monroecc.edu,Electrical Engineering Technology - Electronics,Associates,"Oct 1, 1980 – Present",Main Campus,Electrical and Electronics Engineering Technology,2024-2025,ETAC,Dublin Accord
Montana Technological University,Butte,Montana,United States,www.mtech.edu,Industrial Hygiene,Masters,"Oct 1, 1997 – Present",Main Campus,Industrial Hygiene,2028-2029,ANSAC,
Montana Technological University,Butte,Montana,United States,www.mtech.edu,Environmental Engineering,Bachelors,"Oct 1, 1981 – Present",Main Campus,Environmental Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
Montana Technological University,Butte,Montana,United States,www.mtech.edu,Geological Engineering,Bachelors,"Oct 1, 1972 – Present",Main Campus,Geological Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
Montana Technological University,Butte,Montana,United States,www.mtech.edu,Metallurgical and Materials Engineering,Bachelors,"Oct 1, 1937 – Present",Main Campus,"Materials Engineering, Metallurgical Engineering",2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
Montana Technological University,Butte,Montana,United States,www.mtech.edu,Mining Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Mining Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
Montana Technological University,Butte,Montana,United States,www.mtech.edu,Petroleum Engineering,Bachelors,"Oct 1, 1972 – Present",Main Campus,Petroleum Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
Montana Technological University,Butte,Montana,United States,www.mtech.edu,Electrical Engineering,Bachelors,"Oct 1, 2006 – Present",Main Campus,Electrical and Electronics Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
Montana Technological University,Butte,Montana,United States,www.mtech.edu,Software Engineering,Bachelors,"Oct 1, 2006 – Present",Main Campus,Software Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
Montana Technological University,Butte,Montana,United States,www.mtech.edu,Civil Engineering,Bachelors,"Oct 1, 2017 – Present",Main Campus,Civil Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
Montana Technological University,Butte,Montana,United States,www.mtech.edu,Mechanical Engineering,Bachelors,"Oct 1, 2017 – Present",Main Campus,Mechanical Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
Montana Technological University,Butte,Montana,United States,www.mtech.edu,Industrial Hygiene Distance Learning Professional Track,Masters,"Oct 1, 2006 – Present",Main Campus,Industrial Hygiene,2028-2029,ANSAC,
